Name,POR - Virtual Name,POR - Virtual Name - use this ONE,ID,Status,Environment,OS Version,Pool data available,Proc mode,RMC IP,RMC State,Default profile,Current profile,Migration disabled,Auto start,Suspend capable,Remote restart capable,Simplified remote restart capable,Remote restart status,Sync current profile,Managed System Name,Managed System Serial,LPAR CPU,LPAR MEM
DR_bbmsaspmta1,bbmsaspmta1,bbmsaspmta1,114,Not Activated,aixlinux,Unknown,false,POWER8,,inactive,normal,,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,0,0
ADS_bbciga7,bbciga7,bbciga7,17,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.68.100,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,4,160
DR_bbmsaspmda3,bbmsaspmda3,bbmsaspmda3,113,Not Activated,aixlinux,Unknown,false,POWER8,,inactive,normal,,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,0,0
ADS_bbcima1,bbcima1,bbcima1,57,Running,aixlinux,AIX 6.1 6100-09-12-1846,FALSE,POWER7,10.64.68.94,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN65544CF-CAB4,65544CF,#N/A,#N/A
DR_bbmsaspmda2,bbmsaspmda2,bbmsaspmda2,112,Not Activated,aixlinux,Unknown,false,POWER8,,inactive,normal,,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,0,0
ADS_bbcisa4,bbcisa4,bbcisa4,52,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.64.68.97,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN061C000-CAB3,061C000,#N/A,#N/A
DR_bbmsaspmda1,bbmsaspmda1,bbmsaspmda1,111,Not Activated,aixlinux,Unknown,false,POWER8,,inactive,normal,,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,0,0
ADS_bbctga7,bbctga7,bbctga7,19,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.68.90,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,4,200
ADS_bbctma1,bbctma1,bbctma1,51,Running,aixlinux,AIX 6.1 6100-09-12-1846,FALSE,POWER7,10.64.68.84,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN061C000-CAB3,061C000,#N/A,#N/A
ADS_bbcuga7,bbcuga7,bbcuga7,16,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.71.13.234,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,4,160
ADS_bbcuma1,bbcuma1,bbcuma1,16,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.71.13.233,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,32
ADS_besada2,besada2,besada2,59,Running,aixlinux,AIX 6.1 6100-09-12-1846,FALSE,POWER7,10.64.68.139,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN65544CF-CAB4,65544CF,#N/A,#N/A
ADS_bestaa15,bestaa15,bestaa15,15,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.64.68.163,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,8,160
ADS_bgmt001,bgmt001,bgmt001,18,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.13.243,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN061C000-CAB3,061C000,#N/A,#N/A
ADS_bmdtda1,bmdtda1,bmdtda1,62,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.64.68.137,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN65544CF-CAB4,65544CF,#N/A,#N/A
bbcpvio3b,bbcpvio3b,bbcpvio3b,102,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.22.5.54,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,12
bbcpvio3a,bbcpvio3a,bbcpvio3a,101,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.22.5.53,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,12
ADS_bstpda1,bstpda1,bstpda1,14,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.68.213,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,8
bbcpvio2b,bbcpvio2b,bbcpvio2b,2,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.22.5.50,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,12
bbcpvio2a,bbcpvio2a,bbcpvio2a,1,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.22.5.49,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,12
Alnova_bpopaa1,bpopaa1,bpopaa1,32,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.64.249.61,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,12
Alnova_bpopaa2,bpopaa2,bpopaa2,9,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.64.249.62,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,12
Alnova_bpopaa3,bpopaa3,bpopaa3,33,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.249.84,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,12
Alnova_bpopaa4,bpopaa4,bpopaa4,10,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.249.85,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,12
AML_bamlpaa1a,bamlpaa1a,bamlpaa1a,30,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.74.173,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN10F65EE-MUL3,10F65EE,#N/A,#N/A
AML_bamlpaa1b,bamlpaa1b,bamlpaa1b,30,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.74.174,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN109203E-MUL4,109203E,#N/A,#N/A
bbbotda1,bbbotda1,bbbotda1,9,Not Activated,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.23.9.57,inactive,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,0,48
bbbytda1,bbbytda1,bbbytda1,34,Not Activated,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.62,inactive,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,0,48
bbbztda1,bbbztda1,bbbztda1,31,Not Activated,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.63,inactive,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,0,48
bbcdga1,bbcdga1,bbcdga1,11,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.64.68.177,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,60
bbmsaspgma1,bbmsaspgma1,bbmsaspgma1,116,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.44,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,64
bbmsaspgwa1,bbmsaspgwa1,bbmsaspgwa1,117,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.45,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,64
bbmsaspgwa2,bbmsaspgwa2,bbmsaspgwa2,118,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.46,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,64
bbmsaspgwa3,bbmsaspgwa3,bbmsaspgwa3,119,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.47,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,64
bbmsaspgwa4,bbmsaspgwa4,bbmsaspgwa4,120,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.48,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,64
bbmsaspmda1,bbmsaspmda1,bbmsaspmda1,111,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.39,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,32
bbmsaspmda2,bbmsaspmda2,bbmsaspmda2,112,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.40,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,32
bbmsaspmda3,bbmsaspmda3,bbmsaspmda3,113,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.41,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,32
bbmsaspmta1,bbmsaspmta1,bbmsaspmta1,114,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.42,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,64
bbmsaspmta2,bbmsaspmta2,bbmsaspmta2,115,Running,aixlinux,AIX 7.1 7100-05-11-2246,false,POWER8,10.22.6.43,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,64
bbpdda2,bbpdda2,bbpdda2,8,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.19,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,16
bbpnda2,bbpnda2,bbpnda2,14,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.24,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,1,16
bbppaa3,bbppaa3,bbppaa3,5,Running,aixlinux,AIX 7.2 7200-05-07-2346,false,POWER8,10.71.74.185,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,24
bbppaa4,bbppaa4,bbppaa4,6,Running,aixlinux,AIX 7.2 7200-05-07-2346,false,POWER8,10.71.74.186,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,24
bbppda2a,bbppda2a,bbppda2a,7,Running,aixlinux,AIX 7.2 7200-05-07-2346,false,POWER8,10.71.74.180,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,3,48
bbppda2b,bbppda2b,bbppda2b,7,Running,aixlinux,AIX 7.2 7200-05-07-2346,false,POWER8,10.71.74.181,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,3,48
bbpsda2,bbpsda2,bbpsda2,8,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.18,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,16
bbptaa3,bbptaa3,bbptaa3,27,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.190,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,24
bbptaa4,bbptaa4,bbptaa4,11,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.191,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,24
bbptda2a,bbptda2a,bbptda2a,28,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.194,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,3,48
bbptda2b,bbptda2b,bbptda2b,13,Running,aixlinux,AIX 7.2 7200-05-08-2420,false,POWER8,10.71.13.193,active,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,3,48
becpaa2,becpaa2,becpaa2,42,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.68.66,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,32
becpaa3,becpaa3,becpaa3,42,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.70.68.17,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,32
becpda1per,becpda1per,becpda1per,40,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.124.52,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,4,48
becpda2per,becpda2per,becpda2per,40,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.124.53,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,4,48
becpsa1per,becpsa1per,becpsa1per,41,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.124.42,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,32
becpsa2per,becpsa2per,becpsa2per,41,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.124.43,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,32
bectaa2,bectaa2,bectaa2,25,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.68.73,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,32
bectaa3,bectaa3,bectaa3,25,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.70.68.19,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,32
bbmpvio3b,bbmpvio3b,bbmpvio3b,102,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.22.5.52,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,12
bbmpvio3a,bbmpvio3a,bbmpvio3a,101,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.22.5.51,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,12
bectda1per,bectda1per,bectda1per,23,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.124.56,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,32
INM45X1,INM45X1,INM45X1,3,Running,aixlinux,AIX 7.3 7300-02-02-2420,true,POWER8,10.71.129.48,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,6
bbmpvio2b,bbmpvio2b,bbmpvio2b,2,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.22.5.48,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,12
bbmpvio2a,bbmpvio2a,bbmpvio2a,1,Running,vioserver,VIOS 2.2.6.51,false,POWER7,10.22.5.47,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,12
bectda2per,bectda2per,bectda2per,23,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.124.57,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,32
bectsa1per,bectsa1per,bectsa1per,24,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.124.46,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,24
bectsa2per,bectsa2per,bectsa2per,24,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.124.47,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,24
BELL_poc,poc,poc,17,Running,aixlinux,AIX 7.1 7100-05-11-2246,FALSE,POWER7,10.71.13.180,active,Normal,Normal,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,FALSE,p770-9117-MMD-SN061C000-CAB3,061C000,#N/A,#N/A
beppaa2,beppaa2,beppaa2,43,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.68.67,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,32
beppaa3,beppaa3,beppaa3,43,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.70.68.18,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRD-E870-2,108325D,2,32
beppaa4,beppaa4,beppaa4,44,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.68.68,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRD-E870-2,650E98D,2,32
beptaa2,beptaa2,beptaa2,26,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.64.68.74,active,normal,normal,false,false,false,false,false,N/A,false,BOI-MUL-PRE-E870-2,65CCCDC,2,16
beptaa3,beptaa3,beptaa3,26,Running,aixlinux,AIX 6.1 6100-09-12-1846,false,POWER7,10.70.68.20,active,normal,normal,false,false,false,false,false,N/A,false,BOI-CAB-PRE-E870-2,061F107,2,16
bbmpvio4b,bbmpvio4b,bbmpvio4b,2,Running,vioserver,VIOS 3.1.4.31,false,POWER9_base,10.22.5.78,inactive,Normal,Normal,false,false,false,false,false,N/A,false,BOI-MUL-PROD-S924-1,218B0CW,1,8
bbmpvio4a,bbmpvio4a,bbmpvio4a,1,Running,vioserver,VIOS 3.1.4.41,false,POWER9_base,10.22.5.77,active,Normal,Normal,false,false,false,false,false,N/A,false,BOI-MUL-PROD-S924-1,218B0CW,2,8
BBNILIVE,BBNILIVE,BBNILIVE,10,Running,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-MUL-PROD-S924-1,218B0CW,1,8
GMPROD,GMPROD,GMPROD,11,Running,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-MUL-PROD-S924-1,218B0CW,1,16
ICSB60,ICSB60,ICSB60,12,Running,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-MUL-PROD-S924-1,218B0CW,2,40
POCNIPRD9,POCNIPRD9,POCNIPRD9,5,Running,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-MUL-PROD-S924-1,218B0CW,1,4
POCROIPRD9,POCROIPRD9,POCROIPRD9,6,Running,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-MUL-PROD-S924-1,218B0CW,1,4
POCB609,POCB609,POCB609,7,Running,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-MUL-PROD-S924-1,218B0CW,1,8
POCLIFEPROD,POCLIFEPROD,POCLIFEPROD,3,Running,os400,OS/400 V7R2M0 410 9,false,POWER9_base,,none,default_profile,default_profile,false,false,false,false,false,N/A,false,BOI-MUL-PROD-S924-1,218B0CW,1,12
TMBDR,TMBDR,TMBDR,22,Not Activated,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,0,40
GMDR,GMDR,GMDR,21,Not Activated,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,0,16
BBNIDR,BBNIDR,BBNIDR,20,Not Activated,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,0,8
ICSDEV,ICSDEV,ICSDEV,12,Running,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,1,10
GMDEVP1,GMDEVP1,GMDEVP1,11,Running,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,1,10
BBNIDVP6,BBNIDVP6,BBNIDVP6,10,Running,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,1,8
POCTMBDEV9,POCTMBDEV9,POCTMBDEV9,7,Not Activated,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,0,8
POCROIDEV9,POCROIDEV9,POCROIDEV9,6,Not Activated,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,0,4
POCNIDEV9,POCNIDEV9,POCNIDEV9,5,Not Activated,os400,OS/400 V7R4M0 48 9,false,POWER9_base,,none,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,0,8
bbcrvio4b,bbcrvio4b,bbcrvio4b,4,Running,vioserver,VIOS 3.1.4.41,false,POWER9_base,10.22.5.80,active,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,2,8
bbcrvio4a,bbcrvio4a,bbcrvio4a,3,Running,vioserver,VIOS 3.1.4.41,false,POWER9_base,10.22.5.79,active,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,2,8
bbcqvio4b,bbcqvio4b,bbcqvio4b,2,Running,vioserver,VIOS 3.1.4.41,false,POWER9_base,10.23.8.52,active,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,2,8
bbcqvio4a,bbcqvio4a,bbcqvio4a,1,Running,vioserver,VIOS 3.1.4.41,false,POWER9_base,10.23.8.51,active,Normal,Normal,false,false,false,false,false,N/A,false,BOI-CAB-DEV-DR-S924-1,21504EV,2,8
